user_id,author,linkOfAuthorProfile,desc,followers
douglas_watson,Douglas Watson,https://towardsdatascience.com/@douglas_watson?source=collection_archive---------7-----------------------,,20
olliedean,Ollie Dean,https://towardsdatascience.com/@olliedean?source=collection_archive---------8-----------------------,,16
developernationworld,Developer Nation,https://towardsdatascience.com/@developernationworld?source=collection_archive---------0-----------------------,,0
omkar_dsd,Omkar Deshpande,https://towardsdatascience.com/@omkar_dsd?source=collection_archive---------3-----------------------,Developer - Tech Enthusiast — Programmer — Blogger — Astrophile — Visionary,22
julsimon,Julien Simon,https://towardsdatascience.com/@julsimon?source=collection_archive---------5-----------------------,,0
taylor.kilian,Taylor Kilian,https://towardsdatascience.com/@taylor.kilian?source=collection_archive---------6-----------------------,,26
edwarddlim,Edward Lim,https://towardsdatascience.com/@edwarddlim?source=collection_archive---------8-----------------------,Aspiring User Experience Researcher and Designer,13
chris_90421,Chris Venteicher,https://towardsdatascience.com/@chris_90421?source=collection_archive---------10-----------------------,Write software. Think about AI stuff.,10
motta.lrd,Alfredo Motta,https://towardsdatascience.com/@motta.lrd?source=collection_archive---------0-----------------------,"Full stack Software Engineer with expertise in Web, ML and Startups. Customer before tech. Data before intuition. Enjoy the learnings over being too serious.",209
dustinstansbury,Dustin Stansbury,https://towardsdatascience.com/@dustinstansbury?source=collection_archive---------0-----------------------,Data Scientist @Quizlet,751
wshing,Wai Kin,https://towardsdatascience.com/@wshing?source=collection_archive---------1-----------------------,Aspiring Data Scientist and Data Science Student at General Assembly,116
eric_luellen,Eric Luellen,https://towardsdatascience.com/@eric_luellen?source=collection_archive---------2-----------------------,Eric Luellen is an award-winning chief data scientist & author of Beating Amazon: The Machine Learning Guide to Win the E-Commerce War (,300
davidniki02,David Niki,https://towardsdatascience.com/@davidniki02?source=collection_archive---------1-----------------------,"CMO at Innowire Advisory, helping #blockchain , #ai and #technology companies with their marketing and PR",82
travis.hoppe,Travis Hoppe,https://towardsdatascience.com/@travis.hoppe?source=collection_archive---------2-----------------------,data aficionado; post-punk scientist; highly irrelevant,187
sunishchaldev,Sunishchal Dev,https://towardsdatascience.com/@sunishchaldev?source=collection_archive---------4-----------------------,Data Scientist @ ,116
nahua,Nahua Kang,https://towardsdatascience.com/@nahua?source=collection_archive---------0-----------------------,Python @twentybn. Website: ,718
Stay_Curious,Donal Connolly,https://towardsdatascience.com/@Stay_Curious?source=collection_archive---------5-----------------------,"Eternal student. Curious about all things. Mostly behavioural economics, renewable technology, neuroscience and artificial intelligence. Occasionally sports.",8
eflei,Elise Fleischaker,https://towardsdatascience.com/@eflei?source=collection_archive---------6-----------------------,"EVP Marketing Trading Technologies, Chicago. Former Board member Illinois Technology Assn. Fintech, branding, marcom, B2B, futures markets/trading, SaaS. Go Cubs. Go Hoosiers.",528
hrsht.sarma,Harshit Sharma,https://towardsdatascience.com/@hrsht.sarma?source=collection_archive---------2-----------------------,"Data Tinkerer , Passionate about Deep Learning & Self Driving Cars .",108
felsal,Felipe Salvatore,https://towardsdatascience.com/@felsal?source=collection_archive---------3-----------------------,"PhD student at University of São Paulo. I try to speak with computers, sometimes they speak back. ",96
aifred,Aifred Health,https://towardsdatascience.com/@aifred?source=collection_archive---------7-----------------------,Clinical Decision Aid System using machine learning to increase treatment efficacy in psychiatry | ,53
swmcdonnell,Stephen McDonnell,https://towardsdatascience.com/@swmcdonnell?source=collection_archive---------4-----------------------,,4
samson_jerome,Jerome Samson,https://towardsdatascience.com/@samson_jerome?source=collection_archive---------6-----------------------,"Writer, editor, publisher.",7
evanbaker,Evan Baker,https://towardsdatascience.com/@evanbaker?source=collection_archive---------0-----------------------,,0
arthur.gretton,Arthur Gretton,https://towardsdatascience.com/@arthur.gretton?source=collection_archive---------1-----------------------,"Professor, Gatsby Computational Neuroscience Unit",105
dibbs777,Justin M.,https://towardsdatascience.com/@dibbs777?source=collection_archive---------5-----------------------,Data Analyst / XR Developer/ 3D artist,43
kiransudhir95,Kiran Sudhir,https://towardsdatascience.com/@kiransudhir95?source=collection_archive---------1-----------------------,,44
shubhang.desai,Shubhang Desai,https://towardsdatascience.com/@shubhang.desai?source=collection_archive---------2-----------------------,"Passionate about Machine Learning, comics & EDM — Stanford 2020",382
apara,Apara Venkateswaran,https://towardsdatascience.com/@apara?source=collection_archive---------2-----------------------,Professional dreamer with wibbly wobbly timey wimey stuff going on in my head,37
matdziu,Mateusz Dziubek,https://towardsdatascience.com/@matdziu?source=collection_archive---------0-----------------------,,0
rajatpaliwal,Rajat Paliwal,https://towardsdatascience.com/@rajatpaliwal?source=collection_archive---------4-----------------------,"Data Scientist, Machine Learning Explorer",43
battox,Matías Battocchia,https://towardsdatascience.com/@battox?source=collection_archive---------6-----------------------,,0
jeanphilippemallette,Jean-Philippe Mallette,https://towardsdatascience.com/@jeanphilippemallette?source=collection_archive---------4-----------------------,,58
markus-ojala,Markus Ojala,https://towardsdatascience.com/@markus-ojala?source=collection_archive---------6-----------------------,,0
rkjones4,Kenny Jones,https://towardsdatascience.com/@rkjones4?source=collection_archive---------1-----------------------,,107
ECS_Digi,ECS,https://towardsdatascience.com/@ECS_Digi?source=collection_archive---------2-----------------------,We transform organisations through #DevOps and #ContinuousDelivery by focusing on #PeopleProcessTools. Organiser of #DevOpsPlayground and #AHODevOps meetups.,196
cosgretton,Dr Cosima Gretton,https://towardsdatascience.com/@cosgretton?source=collection_archive---------2-----------------------,Clinical Product Manager at Mindstrong Health| Medical doctor | Teaching Fellow @UCL | Founder @AXNSCollective,428
arnaldogunzi,Arnaldo Gunzi,https://towardsdatascience.com/@arnaldogunzi?source=collection_archive---------4-----------------------,,0
albertsadowski,Albert Sadowski,https://towardsdatascience.com/@albertsadowski?source=collection_archive---------1-----------------------,,22
clairekeser,Claire Keser,https://towardsdatascience.com/@clairekeser?source=collection_archive---------2-----------------------,Data scientist and CRO expert with 10+ years experience working with product teams.,19
AndrewPierno,wrannaman,https://towardsdatascience.com/@AndrewPierno?source=collection_archive---------3-----------------------,"Developer, etc.",237
kovalentbonds,Kovalent Bonds,https://towardsdatascience.com/@kovalentbonds?source=collection_archive---------8-----------------------,"Mom, Entrepreneur, Girl-geek, bookworm @ ",30
akshaybhatia10,Akshay Bhatia,https://towardsdatascience.com/@akshaybhatia10?source=collection_archive---------10-----------------------,Research Scientist — NLP @Knorex,32
spencer.zepelin,Spencer Zepelin,https://towardsdatascience.com/@spencer.zepelin?source=collection_archive---------11-----------------------,,10
RemiStudios,Remi AI,https://towardsdatascience.com/@RemiStudios?source=collection_archive---------5-----------------------,"The official blog of Remi A.I, an Artificial Intelligence studio with offices in Sydney and San Francisco.",603
jsemrau,J. Daniel Semrau,https://towardsdatascience.com/@jsemrau?source=collection_archive---------1-----------------------,"Built some stuff, learned some things.",1200
radiantnavin,Navin Prakash,https://towardsdatascience.com/@radiantnavin?source=collection_archive---------7-----------------------,"I write about Technology, Economics, Politics and their intersection ",71
matthewsinclair,M@,https://towardsdatascience.com/@matthewsinclair?source=collection_archive---------9-----------------------,,0
shreyasraghavan_85431,Shreyas Raghavan,https://towardsdatascience.com/@shreyasraghavan_85431?source=collection_archive---------0-----------------------,,895
dfrankow,Dan Frankowski,https://towardsdatascience.com/@dfrankow?source=collection_archive---------3-----------------------,"Data scientist, software engineer, ex-Pinterest, ex-Google, trumpet player, composer.",208
mitchell.s.reynolds,Mitchell Reynolds,https://towardsdatascience.com/@mitchell.s.reynolds?source=collection_archive---------1-----------------------,Data Scientist & Futurist,20
isaac_oluoch,Isaac Oluoch,https://towardsdatascience.com/@isaac_oluoch?source=collection_archive---------5-----------------------,"I spend my days learning Spanish, coding. and how to make music, with the singular goal of becoming a philosopher engineer.",368
yingxie3,Ying Xie,https://towardsdatascience.com/@yingxie3?source=collection_archive---------2-----------------------,,16
akeybeyond,A Key Beyond,https://towardsdatascience.com/@akeybeyond?source=collection_archive---------5-----------------------,,1
WithTheBest,With The Best,https://towardsdatascience.com/@WithTheBest?source=collection_archive---------6-----------------------,With The Best is the global Online Conference Series for developers.,634
andy.bosyi,Andy Bosyi,https://towardsdatascience.com/@andy.bosyi?source=collection_archive---------6-----------------------,Crafting AI engines for data-driven business | Data Science Consulting | Interaction questions ,49
uche.onuora,Uche Onuora,https://towardsdatascience.com/@uche.onuora?source=collection_archive---------7-----------------------,"Co-Founder/Lead Evangelist HITCH; with persisting interests in technology for impact; father to 3 wonderful minions, soulmate to @angelaonuora",27
chatel-gregory,grégory châtel,https://towardsdatascience.com/@chatel-gregory?source=collection_archive---------1-----------------------,,0
reidgenauer,Reid Genauer,https://towardsdatascience.com/@reidgenauer?source=collection_archive---------3-----------------------,,371
sinister,Piyush Deshmukh,https://towardsdatascience.com/@sinister?source=collection_archive---------4-----------------------,"Make the World a slightly better place with all the knowledge you have - Pythonista, MOOC addicted, and exploring all that computers have to offer",75
jrieke,Johannes Rieke,https://towardsdatascience.com/@jrieke?source=collection_archive---------0-----------------------,,0
ravi.shekhar,Ravi Shekhar,https://towardsdatascience.com/@ravi.shekhar?source=collection_archive---------1-----------------------,"Geophysics PhD, Data Scientist",328
vigneshbaskaran,Vignesh Baskaran,https://towardsdatascience.com/@vigneshbaskaran?source=collection_archive---------2-----------------------,"Data Scientist, Political Analyst",125
vuviet,Viet Vu,https://towardsdatascience.com/@vuviet?source=collection_archive---------6-----------------------,"Economist @ Brookfield Institute — Opinions are mine. MSc Economics from LSE, BA Economics from UBC ",111
danielequercia,danielequercia,https://towardsdatascience.com/@danielequercia?source=collection_archive---------7-----------------------,social media researcher @ bell labs,1400
akhayati,Ayoub Khayati,https://towardsdatascience.com/@akhayati?source=collection_archive---------0-----------------------,,127
apaterson,Andrew Paterson,https://towardsdatascience.com/@apaterson?source=collection_archive---------4-----------------------,Adj. Prof Innov & Entrepreneurship @kedgebs | SMB Workshops @nextstepsevents | Founder @birdseye_me | Writing book on #fundraising | Wonderful spouse & son,339
fin-techology,J Li,https://towardsdatascience.com/@fin-techology?source=collection_archive---------6-----------------------,,0
ericcolson,ericcolson,https://towardsdatascience.com/@ericcolson?source=collection_archive---------8-----------------------,"Former Chief Algorithms Officer emeritus @stitchfix, Former VP of Data Science & Engineering @Netflix",793
awmannes,Aaron Mannes,https://towardsdatascience.com/@awmannes?source=collection_archive---------5-----------------------,,0
nim94sha,Nimisha Sharath,https://towardsdatascience.com/@nim94sha?source=collection_archive---------2-----------------------,,0
easya,Easy Atlas,https://towardsdatascience.com/@easya?source=collection_archive---------0-----------------------,,30
jkachhadia,Jay Kachhadia,https://towardsdatascience.com/@jkachhadia?source=collection_archive---------2-----------------------,Data Scientist @ ViacomCBS | Building Intelligent Data Products | ,0
markhamprescott,Laura Markham Prescott,https://towardsdatascience.com/@markhamprescott?source=collection_archive---------3-----------------------,"Data scientist, stoked to science all the data.",7
elliot415,Elliot Contreras,https://towardsdatascience.com/@elliot415?source=collection_archive---------4-----------------------,,5
elibildner,Eli Bildner,https://towardsdatascience.com/@elibildner?source=collection_archive---------5-----------------------,"Lover of parables, paradoxes, and romantic notions. More writing at ",333
emannuelcarvalho,Emannuel Carvalho,https://towardsdatascience.com/@emannuelcarvalho?source=collection_archive---------2-----------------------,iOS | Machine Learning | NLP,268
rakesh.chada,Rakesh Chada,https://towardsdatascience.com/@rakesh.chada?source=collection_archive---------7-----------------------,Building the brain of Amy and Andrew (AI assistants that schedule meetings) at ,25
ncondo,Nick Condo,https://towardsdatascience.com/@ncondo?source=collection_archive---------0-----------------------,"Humanist. Passionate about data science, machine learning, lifelong learning, the environment, and the Oxford comma.",348
jeroenschmidt,Jeroen Schmidt,https://towardsdatascience.com/@jeroenschmidt?source=collection_archive---------1-----------------------,My journey to become a data science and machine learning master.,39
mapmeld,Nick Doiron,https://towardsdatascience.com/@mapmeld?source=collection_archive---------2-----------------------,,0
shekharkoirala,Shekhar Koirala,https://towardsdatascience.com/@shekharkoirala?source=collection_archive---------3-----------------------,Data Robotics Hardware Designs Photography Traveling,34
v_aparimit,Vaibhav Aparimit,https://towardsdatascience.com/@v_aparimit?source=collection_archive---------2-----------------------,Loves coding and product management,261
charlespick,Charles Pickering,https://towardsdatascience.com/@charlespick?source=collection_archive---------4-----------------------,I write about consumer technologies. I’m fascinated by how user experiences shape our society.,8
j_r_wi11iams,Jesse Williams,https://towardsdatascience.com/@j_r_wi11iams?source=collection_archive---------1-----------------------,"I’m Jesse Williams, I specialize in developer marketing. Currently AWS, previously Red Hat Developer. | Learn more: ",2900
cramirez92,Cristian Ramirez,https://towardsdatascience.com/@cramirez92?source=collection_archive---------0-----------------------,"DevOps Engineer on multi and hybrid cloud, microservice developer with Go! Linkedin: ",2700
fabmilo,Fabrizio Milo,https://towardsdatascience.com/@fabmilo?source=collection_archive---------0-----------------------,"Entrepreneur, Lean/Agile/Scrum Master, Cloud/Big Data/Deep & Machine Learning Architect, SingularityU EP Alum | CEO ",212
paul_agdna,paul turner,https://towardsdatascience.com/@paul_agdna?source=collection_archive---------0-----------------------,Founder and CEO of AgDNA shaping the future of farming through intelligent software,449
davidkofoedwind,David Kofoed Wind,https://towardsdatascience.com/@davidkofoedwind?source=collection_archive---------3-----------------------,CEO of Peergrade and PhD in Machine Learning,515
amarbudhiraja,Amar Budhiraja,https://towardsdatascience.com/@amarbudhiraja?source=collection_archive---------4-----------------------,,530
voidspace,Adolfo Eliazat,https://towardsdatascience.com/@voidspace?source=collection_archive---------5-----------------------,Big Data & Analytics || Data Science || I.A. (Machine Learning) || Cloud || IoT & Sensor Data || Drones & Robotics,69
evejweinberg,Eve Weinberg,https://towardsdatascience.com/@evejweinberg?source=collection_archive---------7-----------------------,,0
shailendrasason,Shailendra Sason,https://towardsdatascience.com/@shailendrasason?source=collection_archive---------9-----------------------,Oxford MBA,66
daniel_71256,Daniel Perlmutter,https://towardsdatascience.com/@daniel_71256?source=collection_archive---------10-----------------------,,2
alangwilson,Alan Wilson,https://towardsdatascience.com/@alangwilson?source=collection_archive---------0-----------------------,User interface and data visualization designer at Adobe.,175
tanaygahlot,Tanay Gahlot,https://towardsdatascience.com/@tanaygahlot?source=collection_archive---------0-----------------------,A computer scientist on a quest to solve intelligence.,164
Kighway,Kyle Tulod,https://towardsdatascience.com/@Kighway?source=collection_archive---------0-----------------------,Kighway,21
bfortuner,Brendan Fortuner,https://towardsdatascience.com/@bfortuner?source=collection_archive---------0-----------------------,Exploring. Previously software @Amazon.,2000
mikecorp,Michael Kropivka,https://towardsdatascience.com/@mikecorp?source=collection_archive---------0-----------------------,Software Development Lead,194
lucasgonzalez_5588,Lucas Gonzalez,https://towardsdatascience.com/@lucasgonzalez_5588?source=collection_archive---------2-----------------------,Fascinated by epidemics and systemic mitigation (,177
dglid,David Glidden,https://towardsdatascience.com/@dglid?source=collection_archive---------0-----------------------,,0
vivek-yadav,Vivek Yadav,https://towardsdatascience.com/@vivek-yadav?source=collection_archive---------0-----------------------,,0
jasonpeterson,Jason Peterson,https://towardsdatascience.com/@jasonpeterson?source=collection_archive---------0-----------------------,I like graphs. And drones. Machine Learning too.,180
loquarts,Loquarts,https://towardsdatascience.com/@loquarts?source=collection_archive---------0-----------------------,,3
ludobenistant,Ludovic Benistant,https://towardsdatascience.com/@ludobenistant?source=collection_archive---------0-----------------------,,0
praveenbysani,Praveen Bysani,https://towardsdatascience.com/@praveenbysani?source=collection_archive---------0-----------------------,,77
jdwittenauer,John Wittenauer,https://towardsdatascience.com/@jdwittenauer?source=collection_archive---------0-----------------------,"Data scientist, engineer, author, investor, entrepreneur",230
satnalikamayank12,Mayank Satnalika,https://towardsdatascience.com/@satnalikamayank12?source=collection_archive---------0-----------------------,,181
optimiseordie,Craig Sullivan,https://towardsdatascience.com/@optimiseordie?source=collection_archive---------1-----------------------,,0
peteconsidine,Pete Considine,https://towardsdatascience.com/@peteconsidine?source=collection_archive---------1-----------------------,Helping creators create and producers produce for almost 20 years. Also studied Calculus and Fine Art at the same time. Nuff said.,59
oren.steinberg,Oren Steinberg,https://towardsdatascience.com/@oren.steinberg?source=collection_archive---------0-----------------------,Transforming ideas into value generating products & partnerships,28
mamouth,Walid Mahmoud,https://towardsdatascience.com/@mamouth?source=collection_archive---------0-----------------------,Born to design,12
skender.kollcaku,Skender Kollcaku,https://towardsdatascience.com/@skender.kollcaku?source=collection_archive---------1-----------------------,"Human-centric knowledge interested, learning and applying the whole life. Part art, part science!",27
becausealice2,Alice,https://towardsdatascience.com/@becausealice2?source=collection_archive---------0-----------------------,Young Mathemagician/Datamancer with a knack for visualization and exceeding expectations,20
josephstockholm,Joseph Michael,https://towardsdatascience.com/@josephstockholm?source=collection_archive---------0-----------------------,VC & accelerator partnerships at Stripe — based in Stockholm. I write about what great founders are building here in the Nordics.,633
brucerobbins,Bruce Robbins,https://towardsdatascience.com/@brucerobbins?source=collection_archive---------0-----------------------,XCiPi Bringing Data and Analytics within the reach of all. #cloudData #intelligentData #bigData #machineLearning #analytics #data,619
luckylwk,Luuk Derksen,https://towardsdatascience.com/@luckylwk?source=collection_archive---------0-----------------------,Co-founder / CTO of @orbiit_ai. Data (Scientist) junky. All views my own.,677
sarahcat21,Sarah Catanzaro,https://towardsdatascience.com/@sarahcat21?source=collection_archive---------0-----------------------,"All this happened, more or less (Investor @amplifypartners, formerly @canvasvc; Head of Data @Mattermark)",370
HallieSiegel,Hallie Siegel,https://towardsdatascience.com/@HallieSiegel?source=collection_archive---------0-----------------------,Robotics Editor-at-large; Formerly Managing Editor @Robohub,178
sprkCP,Christina,https://towardsdatascience.com/@sprkCP?source=collection_archive---------0-----------------------,Professional Problem Solver and #Entrepreneur. #Data #Analytics #Strategy #Innovation #Design,42
kwbil,Bill,https://towardsdatascience.com/@kwbil?source=collection_archive---------1-----------------------,,24
ganeshn1411,Ganesh N,https://towardsdatascience.com/@ganeshn1411?source=collection_archive---------0-----------------------,,70
DerinAdebayo,Derin Adebayo,https://towardsdatascience.com/@DerinAdebayo?source=collection_archive---------0-----------------------,Think before you talk. Read before you think.,214
Stratifyd,Bella Wei,https://towardsdatascience.com/@Stratifyd?source=collection_archive---------1-----------------------,,43
raviranjan_iitd,Ravi Ranjan,https://towardsdatascience.com/@raviranjan_iitd?source=collection_archive---------0-----------------------,"Read, Implement, Write, Repeat!!!",460
rowel,Rowel Atienza,https://towardsdatascience.com/@rowel?source=collection_archive---------0-----------------------,"Professor and Scientist, University of the Philippines. PhD Robotics, The Australian National University. Author of Advanced Deep Learning with TF2 and Keras.",879
kwing,Kate Wing,https://towardsdatascience.com/@kwing?source=collection_archive---------1-----------------------,,0
mkempers,Marcel Kempers,https://towardsdatascience.com/@mkempers?source=collection_archive---------3-----------------------,Founder of WeLoveSmartProducts - Software Engineer - Artificial Intelligence - Science - Guitar - Cycling - Music - Technology - Innovation,40
hankmgreene,Hank M. Greene,https://towardsdatascience.com/@hankmgreene?source=collection_archive---------4-----------------------,"Persona non grata. Telling the story about three kids who create the first computer-based awareness and the events that follow in “time, a trilogy”",636
rahulbohare,Rahul Bohare,https://towardsdatascience.com/@rahulbohare?source=collection_archive---------0-----------------------,“I .. a universe of atoms.. an atom in the universe.” — Richard Feynman,88
b.e.n,Ben Karst,https://towardsdatascience.com/@b.e.n?source=collection_archive---------2-----------------------,,33
robertwinton,Robert Winton,https://towardsdatascience.com/@robertwinton?source=collection_archive---------1-----------------------,Physics molded my mind. My English teacher said I couldn’t write. Here’s my adventure in writing as a human.,230
chris23,chris arkenberg,https://towardsdatascience.com/@chris23?source=collection_archive---------2-----------------------,"Research, forecast, & strategy. Tech, new media, and complex systems in a networked world.",802
alopezdesigns,Ángel López,https://towardsdatascience.com/@alopezdesigns?source=collection_archive---------3-----------------------,Mexicano. NY-based. Designing tactics and strategies for systems change. // ,16
meigaromlopes,Meigarom Lopes,https://towardsdatascience.com/@meigaromlopes?source=collection_archive---------0-----------------------,I am the biggest Fan of Machine Learning algorithms and Data Science challenges.,329
gianflip,Gianfilippo Ceraselli,https://towardsdatascience.com/@gianflip?source=collection_archive---------1-----------------------,User Experience Designer/Manager deeply passionate about the innovation of services and products.,303
nehaludyavar,Nehal Udyavar,https://towardsdatascience.com/@nehaludyavar?source=collection_archive---------0-----------------------,"data analysis + machine learning + deep learning + AI student, tea drinker, TV show binge-watcher.",115
ltanphat,Phat Le,https://towardsdatascience.com/@ltanphat?source=collection_archive---------1-----------------------,"Talk in RoR, React. Founder ",453
deepthimo,Deepthi Duddempudi Mohindra,https://towardsdatascience.com/@deepthimo?source=collection_archive---------2-----------------------,Love doing all things data science,16
fromtheast,An Nguyen,https://towardsdatascience.com/@fromtheast?source=collection_archive---------3-----------------------,Leaving some positive footprints on the internet. ,166
goodrebels,Good Rebels,https://towardsdatascience.com/@goodrebels?source=collection_archive---------5-----------------------,"We work at the intersection of people, brands and technology, challenging our clients to explore the digital world and create rich consumer experiences.",8700
kim.kaivanto,Kim Kaivanto,https://towardsdatascience.com/@kim.kaivanto?source=collection_archive---------6-----------------------,"economics & finance, normative & behavioural, academic & applied, blue skies & green fields",6
swiftsnippets,Jhantelle Belleza,https://towardsdatascience.com/@swiftsnippets?source=collection_archive---------3-----------------------,Software Engineer @ WeWork,115
ShenYuD41122,Yu Shen,https://towardsdatascience.com/@ShenYuD41122?source=collection_archive---------0-----------------------,There got to be better ways to use information technology,27
WalePhenomenon,Wale Akinfaderin,https://towardsdatascience.com/@WalePhenomenon?source=collection_archive---------0-----------------------,Data Scientist | Machine Learning Engineer,1000
codefluently,Alexander Egorenkov,https://towardsdatascience.com/@codefluently?source=collection_archive---------0-----------------------,"Data Science Educator, Researcher, Stats and Programming Geek",77
Cindyfloatson,Cindy Mallory,https://towardsdatascience.com/@Cindyfloatson?source=collection_archive---------2-----------------------,"NYC #videogames #virtualreality #businessanalyst @dreamsailgames I enjoy creepy crafts, jump kicks, and video games. Hello. =)",43
aholagunju,Olagunju Abdul-Hammid,https://towardsdatascience.com/@aholagunju?source=collection_archive---------1-----------------------,"Graduate Research Assistant, University of Saskatchewan, Canada",95
pollardJ,Jacob Pollard,https://towardsdatascience.com/@pollardJ?source=collection_archive---------2-----------------------,,14
Thomas_Essl,Thomas Essl,https://towardsdatascience.com/@Thomas_Essl?source=collection_archive---------0-----------------------,"A designer who writes | Producer of the Product Nuggets podcast | @Quantumblack, @McKinsey | Previously @Google | ",157
writershub,Anastasia Anokhina,https://towardsdatascience.com/@writershub?source=collection_archive---------1-----------------------,Tech one love.,57
GalyaD,Galina Degtyareva,https://towardsdatascience.com/@GalyaD?source=collection_archive---------7-----------------------,Head of Investments & Analytics at Gazprom Media ETV,171
dudsdu,Eduardo Andrade,https://towardsdatascience.com/@dudsdu?source=collection_archive---------8-----------------------,,45
mikegusev,Mike Gusev,https://towardsdatascience.com/@mikegusev?source=collection_archive---------9-----------------------,,78
cglockner,Cyrill Glockner,https://towardsdatascience.com/@cglockner?source=collection_archive---------10-----------------------,,91
rahul.aware,Rahul Aware,https://towardsdatascience.com/@rahul.aware?source=collection_archive---------0-----------------------,,23
dsmonk,Sathish Gangichetty,https://towardsdatascience.com/@dsmonk?source=collection_archive---------1-----------------------,,0
IshaanArora95,Ishaan Arora,https://towardsdatascience.com/@IshaanArora95?source=collection_archive---------0-----------------------,"ML @pitneybowes | Ex- Data Science Intern @goibibo | love movies,stand up comedy and @EmmaWatson",64
diegocasmo,Diego Castillo,https://towardsdatascience.com/@diegocasmo?source=collection_archive---------2-----------------------,Experienced and detail oriented software developer with solid knowledge of Ruby & JavaScript with over 5 years of experience building user-focused products.,146
blavrov,Boris Lavrov,https://towardsdatascience.com/@blavrov?source=collection_archive---------1-----------------------,"Philosophy, technology, language and power",40
ireneros,Irene Ros,https://towardsdatascience.com/@ireneros?source=collection_archive---------2-----------------------,Formally the Director of and Principal Engineer at the Data Visualization practice at Bocoup. iros on github. ,2700
mummertm,Mark Mummert,https://towardsdatascience.com/@mummertm?source=collection_archive---------3-----------------------,,17
brunomarcorio,Bruno Marcorio,https://towardsdatascience.com/@brunomarcorio?source=collection_archive---------4-----------------------,"Communications Consultant, Master in Public Health (International Health) student, focus on social and international development.",52
_asci,Artem Riasnianskyi,https://towardsdatascience.com/@_asci?source=collection_archive---------4-----------------------,product engineer at ,88
stphencornelius,Stephen Cornelius,https://towardsdatascience.com/@stphencornelius?source=collection_archive---------0-----------------------,,0
neil_millard,Neil Millard,https://towardsdatascience.com/@neil_millard?source=collection_archive---------1-----------------------,,10
parasu,Prasanna Parasurama,https://towardsdatascience.com/@parasu?source=collection_archive---------1-----------------------,PhD student at NYU,134
msalmon00,Michael Salmon,https://towardsdatascience.com/@msalmon00?source=collection_archive---------3-----------------------,Aspiring data scientist. Still figuring my life out.,413
shaby78,Edin Sabanovic,https://towardsdatascience.com/@shaby78?source=collection_archive---------1-----------------------,I am a CRO Consultant for ,20
ryanberen,Ryan Beren idea blog,https://towardsdatascience.com/@ryanberen?source=collection_archive---------2-----------------------,This is my place to share half-baked ideas.,3
ivydatascience,Ivy Data Science,https://towardsdatascience.com/@ivydatascience?source=collection_archive---------0-----------------------,Data Science & Deep Learning Bootcamps and bespoke training. ,195
arnander,Fredrik Arnander,https://towardsdatascience.com/@arnander?source=collection_archive---------1-----------------------,,0
mf_29048,Michael Factor,https://towardsdatascience.com/@mf_29048?source=collection_archive---------3-----------------------,"I’m an IBM Fellow. My current main focus areas are cloud storage, interactions between storage systems and compute virtualization, and advanced storage systems.",2
deepnav,Nav Dhuti,https://towardsdatascience.com/@deepnav?source=collection_archive---------4-----------------------,,0
tonyliu0,Tony Liu,https://towardsdatascience.com/@tonyliu0?source=collection_archive---------0-----------------------,,0
dopetard,Ankur,https://towardsdatascience.com/@dopetard?source=collection_archive---------0-----------------------,,343
ryanjmorrison,Ryan Morrison,https://towardsdatascience.com/@ryanjmorrison?source=collection_archive---------5-----------------------,,0
aneekdas,Aneek Das,https://towardsdatascience.com/@aneekdas?source=collection_archive---------1-----------------------,,272
victormorgante,Victor Morgante,https://towardsdatascience.com/@victormorgante?source=collection_archive---------2-----------------------,,0
maciej.piwoni,Maciej Piwoni,https://towardsdatascience.com/@maciej.piwoni?source=collection_archive---------2-----------------------,Global Data Strategy Manager. Critical Thinker. Digital Evangelist. Data Geek.,66
kakodkar,Mayank Kakodkar,https://towardsdatascience.com/@kakodkar?source=collection_archive---------4-----------------------,,29
Brohit,Rohit Mundra,https://towardsdatascience.com/@Brohit?source=collection_archive---------6-----------------------,Babson 2014 | Techpreneur | ML Enthusiast | Design Genius | Cinephile,24
plusepsilon,Motoki Wu,https://towardsdatascience.com/@plusepsilon?source=collection_archive---------0-----------------------,"AI @cresta. Formerly @chegg, @writelab, @getfoxtype. I turn fish into vectors. ▇▆▇▆▆▅▅▃▁",264
mc2637,Ming Cheng,https://towardsdatascience.com/@mc2637?source=collection_archive---------2-----------------------,"I’m proud to be a designer, which means I listen, observe, understand, sympathize, empathize, and most importantly bring joy and beauty to people.",13
rowda,Juan Rowda,https://towardsdatascience.com/@rowda?source=collection_archive---------3-----------------------,"When I’m not writing bios, I write about localization, machine translation, languages, tools, etc.",12
vsingh,Vishal Singh,https://towardsdatascience.com/@vsingh?source=collection_archive---------4-----------------------,,4
jameskobielus,jameskobielus,https://towardsdatascience.com/@jameskobielus?source=collection_archive---------0-----------------------,"IBM Big Data Evangelist; Sr Prog Dir, Mktg, BD Analytics; Team Lead, Technical Marketing, IBM BD&A Hub. Tweets are mine & don't represent my employer's opinion.",3400
andrewgrex,Andy Greatorex,https://towardsdatascience.com/@andrewgrex?source=collection_archive---------0-----------------------,,0
jamesheathers,James Heathers,https://towardsdatascience.com/@jamesheathers?source=collection_archive---------0-----------------------,,0
tiffanylan,Tiffany Lan,https://towardsdatascience.com/@tiffanylan?source=collection_archive---------5-----------------------,HCDE @ U of Washington | ,6
