user_id,author,linkOfAuthorProfile,desc,followers
nalexn,Alexey Naumov,https://towardsdatascience.com/@nalexn?source=collection_archive---------24-----------------------,iOS developer since 2011,349
laurenmaffeo,Lauren Maffeo,https://towardsdatascience.com/@laurenmaffeo?source=collection_archive---------32-----------------------,"Tech, travel, and mental health",201
kylascanlon,Kyla Scanlon,https://towardsdatascience.com/@kylascanlon?source=collection_archive---------33-----------------------,,0
manasson.a,Alexander Manasson,https://towardsdatascience.com/@manasson.a?source=collection_archive---------30-----------------------,Applied Physics PhD,35
suhaskvaithal,Suhas Aithal,https://towardsdatascience.com/@suhaskvaithal?source=collection_archive---------32-----------------------,,0
phdnostalgia,"Josh Gonzales, M.A.",https://towardsdatascience.com/@phdnostalgia?source=collection_archive---------36-----------------------,I'm a PhD Student at the University of Guelph where I research diversity and risk in sports and art. My articles may contain affiliate links so I can afford a Sabrina Ionescu jersey.,0
ritakurban,Rita Kurban,https://towardsdatascience.com/@ritakurban?source=collection_archive---------33-----------------------,,0
ferryhoes,Ferry Hoes,https://towardsdatascience.com/@ferryhoes?source=collection_archive---------34-----------------------,,0
AaronSchlegel,Aaron Schlegel,https://towardsdatascience.com/@AaronSchlegel?source=collection_archive---------42-----------------------,"Seeker of knowledge, truth pilgrim, builder of things, science fiction lover, math and stats aficionado, data scientist. ",14
bkhmsi,Badr AlKhamissi,https://towardsdatascience.com/@bkhmsi?source=collection_archive---------43-----------------------,,0
vittorio-nardone,Vittorio Nardone,https://towardsdatascience.com/@vittorio-nardone?source=collection_archive---------30-----------------------,,0
juliantagell,Julian Tagell,https://towardsdatascience.com/@juliantagell?source=collection_archive---------39-----------------------,Data freelancer at Tadge Analytics,86
ankitap0212,Ankita Prakash,https://towardsdatascience.com/@ankitap0212?source=collection_archive---------40-----------------------,"An undergrad Statistics student from Kolkata, India, and a data scientist, Ankita loves reading non fiction, watching thrillers and pondering over cosmology.",38
dsat,Darma S,https://towardsdatascience.com/@dsat?source=collection_archive---------44-----------------------,"A lot happens across blurred boundaries between analytics, data science, human behaviour and economics.",92
amit.shanker1981,amit shanker,https://towardsdatascience.com/@amit.shanker1981?source=collection_archive---------45-----------------------,Founder + CEO at Bloom AI (,29
tomasmcintee,Tomas McIntee,https://towardsdatascience.com/@tomasmcintee?source=collection_archive---------32-----------------------,,0
jamesoliver1981,James Oliver,https://towardsdatascience.com/@jamesoliver1981?source=collection_archive---------35-----------------------,"I’ve come to Data Science the long way round, I’m a life long learner, I love getting my hands dirty, and want to have an impact with all I do.",14
ted.lorenzen,Ted Lorenzen,https://towardsdatascience.com/@ted.lorenzen?source=collection_archive---------36-----------------------,I’ve been untangling data and what it implies since before data science was a thing. Currently using analytics to advise the c-suite at a healthcare company.,17
corrinechen6,Ke Chen,https://towardsdatascience.com/@corrinechen6?source=collection_archive---------44-----------------------,Data Enthusiast & Learner; Linkedin ,12
Credencys,Sandeep Agarwal,https://towardsdatascience.com/@Credencys?source=collection_archive---------46-----------------------,CEO at Credencys Solutions Inc. A Leading Web and Mobile App Development Services Provider in USA.,160
adchaor,Adel Chaouch-Orozco,https://towardsdatascience.com/@adchaor?source=collection_archive---------52-----------------------,A PhD candidate in Psycholinguistics living in London. Obsessive reader. Always trying to learn new things.,0
adityaswami,Aditya Swami,https://towardsdatascience.com/@adityaswami?source=collection_archive---------53-----------------------,Marketing | Data Engineering | Analytics,61
omri-mendels,Omri Mendels,https://towardsdatascience.com/@omri-mendels?source=collection_archive---------10-----------------------,,0
at-tan,Alvin T. Tan,https://towardsdatascience.com/@at-tan?source=collection_archive---------19-----------------------,,0
naomi-fridman,Naomi Fridman,https://towardsdatascience.com/@naomi-fridman?source=collection_archive---------22-----------------------,"MSc. Mathematics. Data Scientist. Love Deep learning ,Machine learning , Mathematics and Surfing. ",169
tylerwmarrs,Tyler Marrs,https://towardsdatascience.com/@tylerwmarrs?source=collection_archive---------27-----------------------,"Lead Data Science Engineer, Co-Founder of Matrix Profile Foundation",40
thesingularity.research,Amelie Schreiber,https://towardsdatascience.com/@thesingularity.research?source=collection_archive---------29-----------------------,Mathematics Consultant.,408
reoneo,Reo Neo,https://towardsdatascience.com/@reoneo?source=collection_archive---------30-----------------------,,0
phoechuanbin,Chuan Bin Phoe,https://towardsdatascience.com/@phoechuanbin?source=collection_archive---------31-----------------------,A PC coupled with a good dose of caffeine is all I need to solve complex problems. Interested in Data Science and Software Engineering. Connect with me ✌️,8
ehsankhoda,Ehsan Khodabandeh,https://towardsdatascience.com/@ehsankhoda?source=collection_archive---------33-----------------------,,0
codeyans,Prince O. Onyenike,https://towardsdatascience.com/@codeyans?source=collection_archive---------35-----------------------,"Data Scientist, UNOPS.",0
alex.mannos,Alexander Mannos,https://towardsdatascience.com/@alex.mannos?source=collection_archive---------38-----------------------,Consulting — Data Science — Supply Chain,12
pinarersoy,Pınar Ersoy,https://towardsdatascience.com/@pinarersoy?source=collection_archive---------0-----------------------,"Data Scientist @Commencis, BSc Software & Industrial Engineer, MSc Software Engineer, ",0
enesgokce,Enes Gokce,https://towardsdatascience.com/@enesgokce?source=collection_archive---------1-----------------------,Data Scientist and Ph.D. student at Penn State University in Lifelong Learning Adult Education,114
guandroz,Guillaume Androz,https://towardsdatascience.com/@guandroz?source=collection_archive---------4-----------------------,,0
freemangoja,Freeman Goja,https://towardsdatascience.com/@freemangoja?source=collection_archive---------9-----------------------,Data Scientist,30
hastantram,Ravi Hastantram,https://towardsdatascience.com/@hastantram?source=collection_archive---------15-----------------------,"Senior Engineering Manager/Lead, Edge Platform, Nauto Inc.",33
carrie_cyda,Carrie Lo,https://towardsdatascience.com/@carrie_cyda?source=collection_archive---------24-----------------------,Hong Kong | Data Scientist | Hackathon Enthusiast | Entrepreneur | Public Speaker ,103
kofi.odame,Kofi Odame,https://towardsdatascience.com/@kofi.odame?source=collection_archive---------28-----------------------,"I am an Associate Professor of Engineering at Dartmouth College, with interests in circuit design, embedded systems and nonlinear signal processing.",4
christopherfilkins,Christopher Filkins,https://towardsdatascience.com/@christopherfilkins?source=collection_archive---------30-----------------------,,105
sailajakonda2012,Sailaja konda,https://towardsdatascience.com/@sailajakonda2012?source=collection_archive---------33-----------------------,Data Analytics Graduate Student. Passionate about ML and Deep Learning.,9
pranaychandekar,Pranay Chandekar,https://towardsdatascience.com/@pranaychandekar?source=collection_archive---------2-----------------------,Sr. Machine Learning Engineer. | ,44
moleculeboy24,Kevin Hannay,https://towardsdatascience.com/@moleculeboy24?source=collection_archive---------6-----------------------,"Assistant Professor of Mathematics at the University of Michigan interested in mathematical biology, data science and computation.",236
bryanwhite_23335,Bryan White,https://towardsdatascience.com/@bryanwhite_23335?source=collection_archive---------16-----------------------,Supply Chain Analyst and Data Science Student at the University of Auckland.,117
bickell.taylor,Taylor Bickell,https://towardsdatascience.com/@bickell.taylor?source=collection_archive---------20-----------------------,Data Science @LambdaSchool | ,16
malhightower,Mallory Hightower,https://towardsdatascience.com/@malhightower?source=collection_archive---------22-----------------------,"Data Scientist @ Walmart Technology, SMU Data Science Graduate",98
abahl88,Aditya Bahl,https://towardsdatascience.com/@abahl88?source=collection_archive---------23-----------------------,,81
bcariou,Bertrand Cariou,https://towardsdatascience.com/@bcariou?source=collection_archive---------31-----------------------,,42
sunnypanjabi,Sunny Panjabi,https://towardsdatascience.com/@sunnypanjabi?source=collection_archive---------32-----------------------,,8
daniel-moraite,Daniel Moraite,https://towardsdatascience.com/@daniel-moraite?source=collection_archive---------33-----------------------,,0
stebas101,Stefano Basurto,https://towardsdatascience.com/@stebas101?source=collection_archive---------1-----------------------,Passionate about exploring new ways to apply data science techniques to make better investment decisions and develop insights in markets.,320
jakekrajewski,Jake Krajewski,https://towardsdatascience.com/@jakekrajewski?source=collection_archive---------1-----------------------,,0
antonio.lopardo,Antonio Lopardo,https://towardsdatascience.com/@antonio.lopardo?source=collection_archive---------6-----------------------,"MSc of computer science student at Politecnico di Milano. Data Science and NLP practitioner, writer at OpenMined.",48
mark-l-douthwaite,Mark Douthwaite,https://towardsdatascience.com/@mark-l-douthwaite?source=collection_archive---------40-----------------------,,0
its.martin.beck,Martin Beck,https://towardsdatascience.com/@its.martin.beck?source=collection_archive---------0-----------------------,"Optimistic technologist hoping to create positive change and not the accidental downfall of society. Cloud Engineer, M.S.",0
tanuwidjajaolivia,Olivia Tanuwidjaja,https://towardsdatascience.com/@tanuwidjajaolivia?source=collection_archive---------4-----------------------,"Product analyst, playing with data and beyond 🚀 Views are my own. ",156
potion_cellar,Thomas Horner,https://towardsdatascience.com/@potion_cellar?source=collection_archive---------8-----------------------,Professional software architect and weather forecaster at ,0
sharonlin,Sharon Lin,https://towardsdatascience.com/@sharonlin?source=collection_archive---------41-----------------------,Software Engineer & Writer | Prev EECS @MIT | ,456
ekand,Erik Kristofer Anderson,https://towardsdatascience.com/@ekand?source=collection_archive---------42-----------------------,Data Wrangler | Storyteller | Metis Studdent | Cat Dad ,5
amitupreti,Amit Upreti,https://towardsdatascience.com/@amitupreti?source=collection_archive---------1-----------------------,Trying to Learn and Build Cool Stuff ,92
rkhood,Rosie Hood,https://towardsdatascience.com/@rkhood?source=collection_archive---------11-----------------------,,0
ehab.qadah,Ehab Qadah,https://towardsdatascience.com/@ehab.qadah?source=collection_archive---------14-----------------------,Senior SoftwareEngineer/ Technical Lead.,54
JaswalAkash,Akashdeep Singh Jaswal,https://towardsdatascience.com/@JaswalAkash?source=collection_archive---------16-----------------------,ML Engineer | I enjoy being uncomfortable and solving complex problems through smart (AI) solutions. ,68
devin-petersohn,Devin Petersohn,https://towardsdatascience.com/@devin-petersohn?source=collection_archive---------9-----------------------,,0
matthew_earl_miller,Matthew Earl Miller,https://towardsdatascience.com/@matthew_earl_miller?source=collection_archive---------8-----------------------,"BSCS Kent State 2019, MSCS Case Western Reserve 2021, Software Developer and Graduate Student. LinkedIn — ",9
ruchitoshniwal,Ruchi Toshniwal,https://towardsdatascience.com/@ruchitoshniwal?source=collection_archive---------6-----------------------,Data Science Enthusiast,23
madiha-7874,Madiha Jamal,https://towardsdatascience.com/@madiha-7874?source=collection_archive---------7-----------------------,Entrepreneur | Expert Copywriter | Mathematician | Digital marketer ,0
ojialor2,Ifeoma Ojialor,https://towardsdatascience.com/@ojialor2?source=collection_archive---------10-----------------------,Experienced Forex Trader and Statistical Consultant. Here to help Businesses make Data driven decisions.,169
wcasey17,Will Casey,https://towardsdatascience.com/@wcasey17?source=collection_archive---------12-----------------------,Will is a Data Scientist at Uber working to rid the world of fraud through Data and Machine Learning. ,111
msundarv,Sundar V,https://towardsdatascience.com/@msundarv?source=collection_archive---------14-----------------------,"Data Scientist @ Siemens Advanta Consulting | Master’s in Artificial Intelligence, NUS | Love to work on Frontier Technologies | Singapore | ",0
danbau1997,Dan Baumann,https://towardsdatascience.com/@danbau1997?source=collection_archive---------14-----------------------,,15
noahxiao,Noah Xiao,https://towardsdatascience.com/@noahxiao?source=collection_archive---------1-----------------------,Principal Data Science Lead,246
eloymc16,Eloy Marín,https://towardsdatascience.com/@eloymc16?source=collection_archive---------13-----------------------,Data Science/AI Enthusiast | Telecom Engineer | ,28
ranjeet_thakur,Ranjeet Singh,https://towardsdatascience.com/@ranjeet_thakur?source=collection_archive---------3-----------------------,Data Scientist | Researcher | ,242
awlucattini_60867,Alexis Lucattini,https://towardsdatascience.com/@awlucattini_60867?source=collection_archive---------16-----------------------,"Bioinformatician / Research Software Engineer — University of Melbourne Centre for Cancer Research, Melbourne, Australia",15
savastamirko,Mirko Savasta,https://towardsdatascience.com/@savastamirko?source=collection_archive---------16-----------------------,"AI enthusiast with a Growth Mindset, a passion for Lifelong Learning, Economics and Innovative ideas.",46
iamglebk,Gleb Kumichev,https://towardsdatascience.com/@iamglebk?source=collection_archive---------17-----------------------,Senior R&D Engineer ,10
malvarez_89900,Miguel Álvarez García,https://towardsdatascience.com/@malvarez_89900?source=collection_archive---------24-----------------------,Data Scientist @ CARTO,57
mrakelinggar,M. Rake Linggar A.,https://towardsdatascience.com/@mrakelinggar?source=collection_archive---------12-----------------------,,0
curious-joe,Arafath Hossain,https://towardsdatascience.com/@curious-joe?source=collection_archive---------18-----------------------,,0
martinacantaro,Martina Cantaro,https://towardsdatascience.com/@martinacantaro?source=collection_archive---------19-----------------------,People & Technology,56
shrshthreddy,Harshith,https://towardsdatascience.com/@shrshthreddy?source=collection_archive---------3-----------------------,Software Engineer @ Amazon. Machine Learning enthusiast in a quest to reach the global maxima.,0
ephraim.mwai,Ephraim Mwai,https://towardsdatascience.com/@ephraim.mwai?source=collection_archive---------4-----------------------,"Data Analyst, using data sets for knowledge discovery and to better inform business strategies.",15
arpandas65.a3,Arpan Das,https://towardsdatascience.com/@arpandas65.a3?source=collection_archive---------7-----------------------,Data Explorer | Deep Learner,83
cbreuel,Cristiano Breuel,https://towardsdatascience.com/@cbreuel?source=collection_archive---------2-----------------------,Machine Learning Engineer,348
ndisisnd,Andy Chan,https://towardsdatascience.com/@ndisisnd?source=collection_archive---------19-----------------------,UI/UX at The Iterative | Founder of Singapore’s first collegiate UI/UX student organisation | CS @ UOL,0
t.zarazik,Thomas Zarazik,https://towardsdatascience.com/@t.zarazik?source=collection_archive---------27-----------------------,"Thomas is a Technology Consultant @ BearingPoint France, interested in Technology, Design and Running",60
elisowski,Edwin Lisowski,https://towardsdatascience.com/@elisowski?source=collection_archive---------28-----------------------,"Co-Founder @ Addepto, technology expert, marketing and social science enthusiast - ",76
124idans,Idan Schatz,https://towardsdatascience.com/@124idans?source=collection_archive---------2-----------------------,I work with financial institutions on developing and validating credit score models at @Deloitte,31
olivergh,Oliver Gyldenberg Hjermitslev,https://towardsdatascience.com/@olivergh?source=collection_archive---------14-----------------------,,0
yan-gobeil,Yan Gobeil,https://towardsdatascience.com/@yan-gobeil?source=collection_archive---------15-----------------------,,0
leisyridley,Ridley Leisy,https://towardsdatascience.com/@leisyridley?source=collection_archive---------20-----------------------,"Always learning, always curious — ",96
weiwei.hu,Weiwei Hu,https://towardsdatascience.com/@weiwei.hu?source=collection_archive---------5-----------------------,"Director of Analytics @CaaStle | Data Science, ML/AI, Analytics & Insights, Ballet, Art | LinkedIn: ",89
veronica.hanks1990,Veronica Hanks,https://towardsdatascience.com/@veronica.hanks1990?source=collection_archive---------21-----------------------,,26
mcklayne,McKlayne Marshall,https://towardsdatascience.com/@mcklayne?source=collection_archive---------29-----------------------,,0
RaviRyanGupta,Ravi Gupta,https://towardsdatascience.com/@RaviRyanGupta?source=collection_archive---------23-----------------------,Data Scientist at Disney+ with a PhD in astrophysics and 15 years of experience analyzing large data sets: ,21
magdalenakortas,Magdalena Kortas,https://towardsdatascience.com/@magdalenakortas?source=collection_archive---------9-----------------------,"Data Scientist, WiMLDS Trójmiasto (Poland) co-founder, AI for Good & Data storytelling enthusiast",56
oreid52,Omar Reid,https://towardsdatascience.com/@oreid52?source=collection_archive---------18-----------------------,CTO at Aya — ,25
dan.jeffries,Daniel Jeffries,https://towardsdatascience.com/@dan.jeffries?source=collection_archive---------19-----------------------,"I am an author, futurist, systems architect, and thinker.",53000
lewis.c.tunstall,Lewis Tunstall,https://towardsdatascience.com/@lewis.c.tunstall?source=collection_archive---------6-----------------------,Machine learning engineer in topological data analysis at L2F,48
jackson.gilkey,Jackson Gilkey,https://towardsdatascience.com/@jackson.gilkey?source=collection_archive---------18-----------------------,"Data Scientist. Studied at Flatiron in NYC. Strong interest in Graph Theory, Mapping, GIS, NLP, Non-linear Modeling, Python, Urban Agriculture and Mycology.",81
shubhi.asthana,Shubhi Asthana,https://towardsdatascience.com/@shubhi.asthana?source=collection_archive---------24-----------------------,Researcher & Innovative Engineer,703
saund,Eric Saund,https://towardsdatascience.com/@saund?source=collection_archive---------25-----------------------,Eric Saund is a researcher in Cognitive Science and a consultant in AI and Machine Learning.,158
DrPaulSimpson,Paul Simpson,https://towardsdatascience.com/@DrPaulSimpson?source=collection_archive---------11-----------------------,"MSc Data Science, Consultant @ EY",126
peymankor,Peyman Kor,https://towardsdatascience.com/@peymankor?source=collection_archive---------14-----------------------,"I write about the R, Python languages and will tell you how much you could be powerful if you learn the programming :) ",13
pjcizek,Patrick Cizek,https://towardsdatascience.com/@pjcizek?source=collection_archive---------33-----------------------,"Ph.D. Economist, Data Scientist at Esurance. Email: ",6
antti.puurula,Antti Puurula,https://towardsdatascience.com/@antti.puurula?source=collection_archive---------16-----------------------,AI enthusiast. PhD machine learning.,44
manuelsilverio01,Manuel Silverio,https://towardsdatascience.com/@manuelsilverio01?source=collection_archive---------9-----------------------,Data Scientist at CodeWeavers LTD. PhD in Digital Transformation.,58
chaitanya_jps,Chaitanya Srivastava,https://towardsdatascience.com/@chaitanya_jps?source=collection_archive---------25-----------------------,Interested in solving real life problems using data science,14
alisonglazer,Alison Glazer,https://towardsdatascience.com/@alisonglazer?source=collection_archive---------23-----------------------,Data Scientist,86
giniya86,Giniya Gupta,https://towardsdatascience.com/@giniya86?source=collection_archive---------28-----------------------,"Data Engineer, Physical Therapist,Writer at Medium and Towards Data Science",11
ChemAndCode,Gaurav Deshmukh,https://towardsdatascience.com/@ChemAndCode?source=collection_archive---------14-----------------------,"PhD student in ChE at Purdue University | Undergrad in Chemical Engineering from ICT, Mumbai | Math modelling and coding | SciFi, Mystery fiction",129
robert.munro,Robert (Munro) Monarch,https://towardsdatascience.com/@robert.munro?source=collection_archive---------24-----------------------,Private/Global Machine Learning at @Apple | Runs @BayAreaNLP | Wrote ,549
christian.lomboy,Christian Lomboy,https://towardsdatascience.com/@christian.lomboy?source=collection_archive---------11-----------------------,Software Developer living in Philadelphia | ,8
vovacher,Vladimir Chernykh,https://towardsdatascience.com/@vovacher?source=collection_archive---------24-----------------------,Machine Learning Engineer | CV and NLP expert | LinkedIn: ,12
SoruK,Soru,https://towardsdatascience.com/@SoruK?source=collection_archive---------26-----------------------,"Product, Growth, Data Leader. Author — Lean Experimentation. Visit ",67
bhanuyerra,Bhanu Yerra,https://towardsdatascience.com/@bhanuyerra?source=collection_archive---------20-----------------------,Certified data scientist| ,64
hacorvol,Henri-Alexis Corvol,https://towardsdatascience.com/@hacorvol?source=collection_archive---------29-----------------------,"Data & Analytics professional and enthusiast, music-loving musician, outdoors addict, obsessed with the questions “why” and “how”.",15
patriciathaine,Patricia Thaine,https://towardsdatascience.com/@patriciathaine?source=collection_archive---------4-----------------------,Co-Founder and CEO of Private AI (,218
manimannu93,Manikanta Munnangi,https://towardsdatascience.com/@manimannu93?source=collection_archive---------4-----------------------,Active learner of Machine Learning and Data Science. Always passionate about learning new technologies that involve Data Science.,109
sayjelpatel,Sayjel Vijay Patel,https://towardsdatascience.com/@sayjelpatel?source=collection_archive---------26-----------------------,,0
aditya.rastogi,Aditya Rastogi,https://towardsdatascience.com/@aditya.rastogi?source=collection_archive---------16-----------------------,"Interested in learning about computations that make perception, reasoning and action possible.",0
mahimakaushiva,Mahima Kaushiva,https://towardsdatascience.com/@mahimakaushiva?source=collection_archive---------1-----------------------,Data Scientist passionate about finding the narrative within numbers. Curious about brands and human behaviour.,63
nallenj,Nathaniel Allen,https://towardsdatascience.com/@nallenj?source=collection_archive---------27-----------------------,Writer and Researcher based in Washington DC. Twitter @unfshnable_guff,480
heatonresearch,Jeff Heaton,https://towardsdatascience.com/@heatonresearch?source=collection_archive---------28-----------------------,"Data scientist, indy publisher, YouTuber, open source contributor, senior member IEEE, and Ph.D. in computer science.",151
luka.anicin,Luka Anicin,https://towardsdatascience.com/@luka.anicin?source=collection_archive---------22-----------------------,Value driven and technology agnostic. Loves making cool stuff and educating people.,4
christoszeglis,Christos Zeglis,https://towardsdatascience.com/@christoszeglis?source=collection_archive---------14-----------------------,Data Analysis and Visualization,112
aiprescience,Was Rahman,https://towardsdatascience.com/@aiprescience?source=collection_archive---------32-----------------------,CEO of AI research & consulting firm AI Prescience. Author of “AI & Machine Learning” (SAGE). 30+ years experience using data & technology to improve business.,297
adi.gillani,Adnan Gillani,https://towardsdatascience.com/@adi.gillani?source=collection_archive---------14-----------------------,,11
notadamking,Adam King,https://towardsdatascience.com/@notadamking?source=collection_archive---------0-----------------------,"Co-Founder, Software Architect, and Deep Learning Enthusiast — Judge me by my age, I dare you ",2300
shashidhar_pai,Shashidhar Pai,https://towardsdatascience.com/@shashidhar_pai?source=collection_archive---------34-----------------------,"Data Science | Computer Vision. Customer Analyst at Mast Global, L Brands.",9
jrzaurin,Javier Rodriguez Zaurin,https://towardsdatascience.com/@jrzaurin?source=collection_archive---------16-----------------------,,0
zakaria.jaadi,Zakaria Jaadi,https://towardsdatascience.com/@zakaria.jaadi?source=collection_archive---------1-----------------------,Data Scientist — Paris-Dauphine University & National Institute of Statistics and Applied Economics graduate,480
celine.vdr,Céline Van den Rul,https://towardsdatascience.com/@celine.vdr?source=collection_archive---------2-----------------------,Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr,379
mikkelduif,Mikkel Duif,https://towardsdatascience.com/@mikkelduif?source=collection_archive---------7-----------------------,MSc Business Analytics | ESADE Business School | Passionate about all kind of AI and ML stuff (and all the other buzzwords),57
pratishgupta91,Pratish,https://towardsdatascience.com/@pratishgupta91?source=collection_archive---------8-----------------------,Writing good poop.,209
santiagodeambrosi,Santiago Deambrosi,https://towardsdatascience.com/@santiagodeambrosi?source=collection_archive---------31-----------------------,Santiago is a Research Associate at Duke University. He has a MS in Applied Economics from UMN. Twitter: santideambrosi,9
e.shatri1,Elona Shatri,https://towardsdatascience.com/@e.shatri1?source=collection_archive---------33-----------------------,PhD student in Artificial Intelligence and Music. Working on Optical Music Recognition.,0
sergeymakarevich,Sergey Makarevich,https://towardsdatascience.com/@sergeymakarevich?source=collection_archive---------31-----------------------,,13
stringconstant0,Shantanu Bhattacharyya,https://towardsdatascience.com/@stringconstant0?source=collection_archive---------35-----------------------,Data scientist | Erstwhile Structural Biologist | Foodie | Bookworm,19
hashemsellat,Hashem Sellat,https://towardsdatascience.com/@hashemsellat?source=collection_archive---------3-----------------------,Software Engineer with a solid problem-solving background and passion in deep learning. ,65
mlombog,Marcos Lombog,https://towardsdatascience.com/@mlombog?source=collection_archive---------11-----------------------,"AWS Certified Architect | Tech enthusiast, food lover and a proud father.",236
shirishgupta,Shirish Gupta,https://towardsdatascience.com/@shirishgupta?source=collection_archive---------34-----------------------,"I am an Economist by academia, Data Scientist by profession and a Traveler by heart. Here to write simple, interesting blogs that everyone can read!",70
mike-ketchbrook,Michael Thomas,https://towardsdatascience.com/@mike-ketchbrook?source=collection_archive---------21-----------------------,,0
peter-jp-xie,Peter Xie,https://towardsdatascience.com/@peter-jp-xie?source=collection_archive---------6-----------------------,,0
thomas.rochefort.beaudoin,Thomas Rochefort-Beaudoin,https://towardsdatascience.com/@thomas.rochefort.beaudoin?source=collection_archive---------5-----------------------,PhD student in mechanical engineering @polymtl,156
mattyancey,Matt Yancey,https://towardsdatascience.com/@mattyancey?source=collection_archive---------12-----------------------,"Data scientist, data illustrator, and writer. ",130
aude.vuilli,Aude Vuilli,https://towardsdatascience.com/@aude.vuilli?source=collection_archive---------38-----------------------,Data and Plant Scientist @Vertical_Future. Smart Cities @CASAUCL & Food Science @ETH Zurich - Interested in IoT for urban green spaces and urban vertical farms!,33
achildress83,aaron childress,https://towardsdatascience.com/@achildress83?source=collection_archive---------9-----------------------,"My past is finance. My future is data science. Presently, I practice analytical storytelling.",28
singhaniadimple5,Dimple Singhania,https://towardsdatascience.com/@singhaniadimple5?source=collection_archive---------35-----------------------,Data Science | Product | MSBA UCI,9
udayshankarmenon,Udayshankar Menon,https://towardsdatascience.com/@udayshankarmenon?source=collection_archive---------24-----------------------,"Chemical Engineer passionate of applied math, wine, and traveling. Here to convey my thoughts, challenges, and successes.",5
silvercloud438,Sylvester Cardorelle,https://towardsdatascience.com/@silvercloud438?source=collection_archive---------8-----------------------,,26
gabrieltanner,Gabriel Tanner,https://towardsdatascience.com/@gabrieltanner?source=collection_archive---------19-----------------------,Android Developer | Web Developer | Part-time Blogger | Catch me at ,518
oleksandrsavsunenko,Oleksandr Savsunenko,https://towardsdatascience.com/@oleksandrsavsunenko?source=collection_archive---------20-----------------------,"Research Engineer at Ring, doer/maker/dreamer, father. Author of unbiased experimentation blog ",740
swmarks,Steven Marks,https://towardsdatascience.com/@swmarks?source=collection_archive---------36-----------------------,"Freelance writer covering artificial Intelligence, neuroscience, and related areas.",12
pjofrelora,Pedro Jofre Lora,https://towardsdatascience.com/@pjofrelora?source=collection_archive---------39-----------------------,,20
felproza,Felp Roza,https://towardsdatascience.com/@felproza?source=collection_archive---------41-----------------------,Enthusiastic about several things.,64
surajmalpani,Suraj Malpani,https://towardsdatascience.com/@surajmalpani?source=collection_archive---------23-----------------------,Data Scientist | Analyst | Traveler | Introvert | Avid Reader | Trekker | Adventurer | ,57
muniahumaira,Munia Humaira,https://towardsdatascience.com/@muniahumaira?source=collection_archive---------13-----------------------,,0
florestony5454,Tony Flores,https://towardsdatascience.com/@florestony5454?source=collection_archive---------14-----------------------,,85
edurne.morillo,Edurne Morillo,https://towardsdatascience.com/@edurne.morillo?source=collection_archive---------38-----------------------,"MSc Computational and Data Journalism at Cardiff University. Before, Journalist in Nairobi, Tokyo and Madrid | @EdurneMG",9
stepanulyanin,Stepan Ulyanin,https://towardsdatascience.com/@stepanulyanin?source=collection_archive---------11-----------------------,"Hi, how are you? Data Scientist | SWE @ Apple",144
ignazw,Ignaz Wanders,https://towardsdatascience.com/@ignazw?source=collection_archive---------26-----------------------,,203
tjbencomo,Tomas Bencomo,https://towardsdatascience.com/@tjbencomo?source=collection_archive---------10-----------------------,"Biomedical informatics student studying precision medicine and cancer biology. Interested in machine learning, bioinformatics, and medicine.",10
ellenebay88,Chunguang (Wayne) Zhang,https://towardsdatascience.com/@ellenebay88?source=collection_archive---------22-----------------------,"Solution Analyst in Cobb County. I am interested in and passionate about AI, ML and Deep Learning to benefit our humanity.",62
joelpires,Joel Pires,https://towardsdatascience.com/@joelpires?source=collection_archive---------17-----------------------,"As an AI Researcher, I have a strong interest in data mining, pattern recognition, and machine learning algorithms. Profile: ",14
rendok,Dmitry Grebenyuk,https://towardsdatascience.com/@rendok?source=collection_archive---------15-----------------------,MPhil student in AI at the University of Melbourne,37
m.palinski,M Palinski,https://towardsdatascience.com/@m.palinski?source=collection_archive---------37-----------------------,"Researcher at DELab UW and PhD Candidate at the Faculty of Economic Sciences — University of Warsaw. Research areas: online privacy, future of internet",10
kannankumar,Kannan Kumar,https://towardsdatascience.com/@kannankumar?source=collection_archive---------16-----------------------,Developer @ SAP | Data Science and Machine Learning Enthusiast | LinkedIn: ,76
himanshusoni501,Himanshu Verma,https://towardsdatascience.com/@himanshusoni501?source=collection_archive---------17-----------------------,Editor of The Code Monster (,0
lynchryan2,Ryan Lynch,https://towardsdatascience.com/@lynchryan2?source=collection_archive---------39-----------------------,"Digital Advocate at Oracle, Twitter: ",35
saenger.v,Victor Saenger,https://towardsdatascience.com/@saenger.v?source=collection_archive---------11-----------------------,Machine Learning Specialist settled in Barcelona | PhD in Computer Science | Make Complex Look Simple. LinkedIn: ,73
walidbelballi,Walid,https://towardsdatascience.com/@walidbelballi?source=collection_archive---------18-----------------------,,0
skanda.kallur,Skanda Kallur,https://towardsdatascience.com/@skanda.kallur?source=collection_archive---------40-----------------------,Founder at GradientRisk. Advisor in governance and risks around Data and Artificial Intelligence. ,25
kay.schulz10,Kayli Leung,https://towardsdatascience.com/@kay.schulz10?source=collection_archive---------14-----------------------,Data Scientist,149
pgladkov,Paul Gladkov,https://towardsdatascience.com/@pgladkov?source=collection_archive---------25-----------------------,Data Scientist at Avito,87
